strategy,budget,run_id,total_infected,peak_infected,duration
random,0.15,84,3358,2743,200
random,0.15,85,3379,2854,200
random,0.15,86,3356,2572,200
random,0.15,87,3389,2666,200
random,0.15,88,3341,2548,200
random,0.15,89,3386,2559,200
random,0.15,90,3373,2734,200
random,0.15,91,3368,2694,200
random,0.15,92,3317,2679,200
random,0.15,93,3398,2780,200
random,0.15,94,3395,2714,200
random,0.15,95,3417,2611,200
random,0.15,96,3395,2697,200
random,0.15,97,3382,2564,200
random,0.15,98,3338,2659,200
random,0.15,99,3342,2662,200
random,0.15,100,3327,2672,200
random,0.15,101,3236,2556,200
random,0.15,102,3262,2675,200
random,0.15,103,3402,2649,200
random,0.15,104,3359,2643,200
random,0.15,105,3225,2578,200
random,0.15,106,3302,2517,200
random,0.15,107,3411,2792,200
random,0.15,108,3386,2605,200
random,0.15,109,3214,2547,200
random,0.15,110,3326,2499,200
random,0.15,111,3399,2764,200
random,0.15,112,3193,2498,200
random,0.15,113,3397,2783,200
random,0.15,114,3332,2468,200
random,0.15,115,3358,2616,200
random,0.15,116,3348,2557,200
random,0.15,117,3203,2617,200
random,0.15,118,3400,2693,200
random,0.15,119,3375,2675,200
random,0.15,120,3330,2807,200
random,0.15,121,3363,2751,200
random,0.15,122,3363,2671,200
random,0.15,123,3397,2783,200
random,0.15,124,3355,2744,200
random,0.15,125,3338,2679,200
random,0.15,126,3394,2598,200
random,0.15,127,3342,2545,200
random,0.15,128,3178,2593,200
random,0.15,129,3331,2773,200
random,0.15,130,3295,2434,200
random,0.15,131,3241,2630,200
random,0.15,132,3359,2667,200
random,0.15,133,3390,2735,200
random,0.15,134,3262,2055,200
random,0.15,135,3356,2606,200
random,0.15,136,3404,2668,200
random,0.15,137,3398,2588,200
random,0.15,138,3161,2583,200
random,0.15,139,3191,2562,200
random,0.15,140,3391,2637,200
random,0.15,141,3362,2468,200
random,0.15,142,3354,2580,200
random,0.15,143,3370,2543,200
random,0.15,144,3394,2786,200
random,0.15,145,3415,2681,200
random,0.15,146,3360,2624,200
random,0.15,147,3397,2704,200
random,0.15,148,3341,2623,200
random,0.15,149,3390,2605,200
random,0.15,150,3313,2729,200
random,0.15,151,3346,2383,200
random,0.15,152,3378,2726,200
random,0.15,153,3362,2741,200
random,0.15,154,3371,2690,200
random,0.15,155,3321,2734,200
random,0.15,156,3402,2764,200
random,0.15,157,3350,2676,200
random,0.15,158,3390,2658,200
random,0.15,159,3383,2755,200
random,0.15,160,3398,2759,200
random,0.15,161,3398,2737,200
random,0.15,162,3375,2510,200
random,0.15,163,3372,2618,200
random,0.15,164,3311,2681,200
random,0.15,165,3338,2752,200
random,0.15,166,3376,2701,200
random,0.15,167,3361,2753,200
random,0.15,168,3382,2641,200
random,0.15,169,3190,2487,200
random,0.15,170,3400,2763,200
random,0.15,171,3413,2767,200
random,0.15,172,3366,2748,200
random,0.15,173,3330,2372,200
random,0.15,174,3380,2714,200
random,0.15,175,3364,2452,200
random,0.15,176,3377,2619,200
random,0.15,177,3304,2507,200
random,0.15,178,3404,2712,200
random,0.15,179,3387,2669,200
random,0.15,180,3415,2792,200
random,0.15,181,3367,2651,200
random,0.15,182,3402,2747,200
random,0.15,183,3353,2782,200
random,0.15,184,3387,2627,200
random,0.15,185,3393,2617,200
random,0.15,186,3212,2635,200
random,0.15,187,3424,2800,200
random,0.15,188,3313,2529,200
random,0.15,189,3328,2714,200
random,0.15,190,3331,2656,200
random,0.15,191,3367,2814,200
random,0.15,192,3190,2537,200
random,0.15,193,3370,2540,200
random,0.15,194,3325,2529,200
random,0.15,195,3409,2637,200
random,0.15,196,3212,2620,200
random,0.15,197,3384,2677,200
random,0.15,198,3362,2488,200
random,0.15,199,3369,2655,200
random,0.15,200,3417,2809,200
random,0.15,201,3173,2324,200
random,0.15,202,3147,2442,200
random,0.15,203,3227,2589,200
random,0.15,204,3383,2705,200
random,0.15,205,3377,2760,200
random,0.15,206,3390,2615,200
random,0.15,207,2702,2250,200
random,0.15,208,3403,2730,200
random,0.15,209,3334,2708,200
random,0.15,210,3313,2695,200
random,0.15,211,3359,2710,200
random,0.15,212,3415,2750,200
random,0.15,213,3410,2811,200
random,0.15,214,3414,2613,200
random,0.15,215,3353,2713,200
random,0.15,216,3334,2623,200
random,0.15,217,3344,2730,200
random,0.15,218,3422,2823,200
random,0.15,219,3388,2735,200
random,0.15,220,3240,2648,200
random,0.15,221,3163,2537,200
random,0.15,222,3423,2753,200
random,0.15,223,3400,2731,200
random,0.15,224,3357,2770,200
random,0.15,225,3385,2662,200
random,0.15,226,3407,2750,200
random,0.15,227,3336,2749,200
random,0.15,228,3396,2545,200
random,0.15,229,3163,2536,200
random,0.15,230,3372,2628,200
random,0.15,231,3392,2685,200
random,0.15,232,3389,2527,200
random,0.15,233,3341,2788,200
random,0.15,234,3340,2426,200
random,0.15,235,3394,2722,200
random,0.15,236,3408,2740,200
random,0.15,237,3339,2670,200
random,0.15,238,3345,2609,200
random,0.15,239,3173,2612,200
random,0.15,240,3317,2406,200
random,0.15,241,3379,2777,200
random,0.15,242,3371,2784,200
random,0.15,243,3391,2751,200
random,0.15,244,3325,2633,200
random,0.15,245,3211,2664,200
random,0.15,246,3344,2470,200
random,0.15,247,3249,2685,200
random,0.15,248,3397,2768,200
random,0.15,249,3402,2801,200
random,0.15,250,3393,2792,200
random,0.15,251,3292,2438,200
random,0.15,252,3154,2489,200
random,0.15,253,3403,2737,200
random,0.15,254,3416,2732,200
random,0.15,255,3263,2406,200
random,0.15,256,3409,2839,200
random,0.15,257,3146,2525,200
random,0.15,258,3204,2489,200
random,0.15,259,3221,2533,200
random,0.15,260,3376,2522,200
random,0.15,261,3411,2742,200
random,0.15,262,3416,2695,200
random,0.15,263,3368,2593,200
random,0.15,264,3341,2638,200
random,0.15,265,3392,2624,200
random,0.15,266,3402,2790,200
random,0.15,267,3404,2707,200
random,0.15,268,3407,2719,200
random,0.15,269,3320,2687,200
random,0.15,270,3403,2742,200
random,0.15,271,3363,2724,200
random,0.15,272,3209,2624,200
random,0.15,273,3398,2750,200
random,0.15,274,3404,2652,200
random,0.15,275,3331,2645,200
random,0.15,276,3368,2527,200
random,0.15,277,3408,2799,200
random,0.15,278,3427,2713,200
random,0.15,279,3404,2644,200
random,0.15,280,3371,2713,200
random,0.15,281,3401,2735,200
random,0.15,282,3359,2672,200
random,0.15,283,3378,2700,200
random,0.15,284,3371,2527,200
random,0.15,285,3411,2590,200
random,0.15,286,3388,2664,200
random,0.15,287,3354,2701,200
random,0.15,288,3380,2744,200
random,0.15,289,3404,2732,200
random,0.15,290,3361,2711,200
random,0.15,291,3372,2719,200
random,0.15,292,3351,2528,200
random,0.15,293,3398,2696,200
random,0.15,294,3352,2226,200
random,0.15,295,3357,2782,200
random,0.15,296,3423,2709,200
random,0.15,297,3394,2773,200
random,0.15,298,3411,2568,200
random,0.15,299,3349,2718,200
random,0.15,300,3396,2715,200
random,0.15,301,3371,2619,200
random,0.15,302,3385,2720,200
random,0.15,303,3328,2684,200
random,0.15,304,2886,2267,200
random,0.15,305,3349,2800,200
random,0.15,306,3403,2515,200
random,0.15,307,3372,2532,200
random,0.15,308,3362,2795,200
random,0.15,309,3422,2425,200
random,0.15,310,3405,2728,200
random,0.15,311,3365,2695,200
random,0.15,312,3257,2636,200
random,0.15,313,3413,2637,200
random,0.15,314,3392,2640,200
random,0.15,315,3412,2805,200
random,0.15,316,3408,2607,200
random,0.15,317,3281,2632,200
random,0.15,318,3332,2744,200
random,0.15,319,3412,2645,200
random,0.15,320,3211,2530,200
random,0.15,321,3347,2572,200
random,0.15,322,3373,2731,200
random,0.15,323,3350,2685,200
random,0.15,324,3347,2607,200
random,0.15,325,3403,2755,200
random,0.15,326,3399,2592,200
random,0.15,327,3218,2527,200
random,0.15,328,3384,2611,200
random,0.15,329,3408,2682,200
random,0.15,330,3388,2713,200
random,0.15,331,3380,2626,200
random,0.15,332,3396,2731,200
random,0.15,333,3229,2662,200
random,0.15,334,3323,2641,200
random,0.15,335,3407,2663,200
random,0.15,336,3316,2537,200
random,0.15,337,3164,2499,200
random,0.15,338,3216,2560,200
random,0.15,339,3405,2665,200
random,0.15,340,3403,2653,200
random,0.15,341,3328,2553,200
random,0.15,342,3321,2637,200
random,0.15,343,3400,2654,200
random,0.15,344,3381,2684,200
random,0.15,345,3220,2621,200
random,0.15,346,3390,2736,200
random,0.15,347,3345,2493,200
random,0.15,348,3352,2790,200
random,0.15,349,3385,2583,200
random,0.15,350,3337,2647,200
random,0.15,351,3379,2710,200
random,0.15,352,3404,2741,200
random,0.15,353,3401,2771,200
random,0.15,354,3183,2653,200
random,0.15,355,3415,2707,200
random,0.15,356,3374,2525,200
random,0.15,357,3372,2744,200
random,0.15,358,3372,2753,200
random,0.15,359,3369,2587,200
random,0.15,360,3405,2783,200
random,0.15,361,3400,2664,200
random,0.15,362,3201,2394,200
random,0.15,363,3358,2671,200
random,0.15,364,3378,2518,200
random,0.15,365,3381,2543,200
random,0.15,366,3383,2607,200
random,0.15,367,3142,2431,200
random,0.15,368,3418,2705,200
random,0.15,369,3399,2664,200
random,0.15,370,3409,2671,200
random,0.15,371,3404,2607,200
random,0.15,372,3391,2578,200
random,0.15,373,3410,2757,200
random,0.15,374,3418,2645,200
random,0.15,375,3246,2566,200
random,0.15,376,3406,2723,200
random,0.15,377,3380,2619,200
random,0.15,378,3391,2716,200
random,0.15,379,3372,2636,200
random,0.15,380,3387,2494,200
random,0.15,381,3426,2655,200
random,0.15,382,3369,2715,200
random,0.15,383,3368,2600,200
random,0.15,384,3332,2651,200
random,0.15,385,3364,2678,200
random,0.15,386,3224,2527,200
random,0.15,387,3357,2732,200
random,0.15,388,3372,2684,200
random,0.15,389,3386,2703,200
random,0.15,390,3427,2680,200
random,0.15,391,3390,2627,200
random,0.15,392,3371,2607,200
random,0.15,393,3384,2684,200
random,0.15,394,3360,2493,200
random,0.15,395,3397,2742,200
random,0.15,396,3380,2664,200
random,0.15,397,3399,2636,200
random,0.15,398,3335,2610,200
random,0.15,399,3401,2811,200
random,0.15,400,3364,2688,200
random,0.15,401,3350,2658,200
random,0.15,402,3396,2655,200
random,0.15,403,3356,2567,200
random,0.15,404,3176,2508,200
random,0.15,405,3382,2579,200
random,0.15,406,3242,2653,200
random,0.15,407,3324,2514,200
random,0.15,408,3354,2661,200
random,0.15,409,3404,2709,200
random,0.15,410,3358,2484,200
random,0.15,411,3367,2614,200
random,0.15,412,3225,2665,200
random,0.15,413,3258,2539,200
random,0.15,414,2770,2269,200
random,0.15,415,3397,2719,200
random,0.15,416,3415,2646,200
random,0.15,417,3425,2736,200
random,0.15,418,3404,2754,200
random,0.15,419,3362,2623,200
random,0.15,420,3370,2598,200
random,0.15,421,3365,2689,200
random,0.15,422,3363,2490,200
random,0.15,423,3373,2683,200
random,0.15,424,3147,2447,200
random,0.15,425,3409,2749,200
random,0.15,426,3288,2604,200
random,0.15,427,3370,2820,200
random,0.15,428,3359,2603,200
random,0.15,429,3171,2525,200
random,0.15,430,3222,2662,200
random,0.15,431,3370,2748,200
random,0.15,432,3295,2543,200
random,0.15,433,3389,2788,200
random,0.15,434,3373,2716,200
random,0.15,435,2794,2292,200
random,0.15,436,3411,2738,200
random,0.15,437,3212,2583,200
random,0.15,438,3359,2640,200
random,0.15,439,3398,2796,200
random,0.15,440,3366,2700,200
random,0.15,441,3366,2688,200
random,0.15,442,3356,2776,200
random,0.15,443,3354,2624,200
random,0.15,444,3339,2603,200
random,0.15,445,3370,2573,200
random,0.15,446,3408,2742,200
random,0.15,447,3393,2720,200
random,0.15,448,3342,2639,200
random,0.15,449,3400,2635,200
random,0.15,450,3405,2683,200
random,0.15,451,3404,2636,200
random,0.15,452,3400,2759,200
random,0.15,453,3298,2693,200
random,0.15,454,3365,2712,200
random,0.15,455,3367,2641,200
random,0.15,456,3355,2565,200
random,0.15,457,3402,2712,200
random,0.15,458,3356,2588,200
random,0.15,459,3359,2668,200
random,0.15,460,3367,2762,200
random,0.15,461,3350,2576,200
random,0.15,462,2787,2266,200
random,0.15,463,3368,2679,200
random,0.15,464,3376,2547,200
random,0.15,465,3319,2567,200
random,0.15,466,3374,2662,200
random,0.15,467,3378,2695,200
random,0.15,468,3336,2727,200
random,0.15,469,3357,2533,200
random,0.15,470,3354,2623,200
random,0.15,471,3376,2804,200
random,0.15,472,3384,2595,200
random,0.15,473,3158,2546,200
random,0.15,474,3356,2567,200
random,0.15,475,3365,2672,200
random,0.15,476,3369,2717,200
random,0.15,477,3394,2568,200
random,0.15,478,3394,2666,200
random,0.15,479,3389,2747,200
random,0.15,480,3342,2773,200
random,0.15,481,3399,2738,200
random,0.15,482,3174,2537,200
random,0.15,483,3263,2574,200
random,0.15,484,3400,2688,200
random,0.15,485,3317,2558,200
random,0.15,486,3385,2622,200
random,0.15,487,3356,2763,200
random,0.15,488,3374,2715,200
random,0.15,489,3392,2600,200
random,0.15,490,3406,2629,200
random,0.15,491,3418,2761,200
random,0.15,492,3353,2622,200
random,0.15,493,3386,2602,200
random,0.15,494,3356,2588,200
random,0.15,495,3314,2570,200
random,0.15,496,3387,2801,200
random,0.15,497,3308,2587,200
random,0.15,498,3171,2533,200
random,0.15,499,3386,2766,200
random,0.2,0,3165,2544,200
random,0.2,1,3166,2419,200
random,0.2,2,3028,2361,200
random,0.2,3,3185,2426,200
random,0.2,4,3110,2339,200
random,0.2,5,3129,2516,200
random,0.2,6,3146,2549,200
random,0.2,7,3186,2441,200
random,0.2,8,3137,2380,200
random,0.2,9,3198,2414,200
random,0.2,10,3107,2554,200
random,0.2,11,3182,2481,200
random,0.2,12,3204,2524,200
random,0.2,13,2999,2277,200
random,0.2,14,3220,2539,200
random,0.2,15,3200,2446,200
random,0.2,16,3167,2568,200
random,0.2,17,2979,2377,200
random,0.2,18,3135,2235,200
random,0.2,19,3160,2470,200
random,0.2,20,3034,2421,200
random,0.2,21,3178,2599,200
random,0.2,22,3203,2588,200
random,0.2,23,2919,2390,200
random,0.2,24,2951,2307,200
random,0.2,25,3135,2469,200
random,0.2,26,3192,2503,200
random,0.2,27,3021,2390,200
random,0.2,28,3202,2403,200
random,0.2,29,3115,2475,200
random,0.2,30,3154,2308,200
random,0.2,31,3192,2630,200
random,0.2,32,3157,2639,200
random,0.2,33,3148,2538,200
random,0.2,34,3173,2511,200
random,0.2,35,3115,2496,200
random,0.2,36,3125,2428,200
random,0.2,37,3156,2440,200
random,0.2,38,3167,2558,200
random,0.2,39,2937,2290,200
random,0.2,40,3167,2416,200
random,0.2,41,3198,2617,200
random,0.2,42,3014,2444,200
random,0.2,43,3161,2377,200
random,0.2,44,3155,2457,200
random,0.2,45,3218,2368,200
random,0.2,46,3164,2540,200
random,0.2,47,3050,2454,200
random,0.2,48,3215,2554,200
random,0.2,49,3132,2601,200
random,0.2,50,3205,2323,200
random,0.2,51,2983,2356,200
random,0.2,52,3168,2573,200
random,0.2,53,3214,2590,200
random,0.2,54,3203,2564,200
random,0.2,55,3178,2312,200
random,0.2,56,3154,2094,200
random,0.2,57,3121,2353,200
random,0.2,58,3218,2455,200
random,0.2,59,3157,2385,200
random,0.2,60,3142,2530,200
random,0.2,61,3018,2456,200
random,0.2,62,3221,2472,200
random,0.2,63,3209,2572,200
random,0.2,64,3160,2560,200
random,0.2,65,3196,2488,200
random,0.2,66,3141,2246,200
random,0.2,67,3154,2531,200
random,0.2,68,3190,2492,200
random,0.2,69,3191,2601,200
random,0.2,70,3164,2526,200
random,0.2,71,3096,2324,200
random,0.2,72,3165,2484,200
random,0.2,73,3197,2532,200
random,0.2,74,3006,2427,200
random,0.2,75,3183,2552,200
random,0.2,76,3189,2426,200
random,0.2,77,3077,2374,200
random,0.2,78,2747,2097,200
random,0.2,79,3197,2587,200
random,0.2,80,3186,2415,200
random,0.2,81,3150,2562,200
random,0.2,82,3204,2655,200
random,0.2,83,3102,2448,200
random,0.2,84,3172,2308,200
random,0.2,85,3171,2425,200
random,0.2,86,3131,2338,200
random,0.2,87,3024,2498,200
random,0.2,88,3123,2341,200
random,0.2,89,3177,2521,200
random,0.2,90,3134,2471,200
random,0.2,91,3189,2397,200
random,0.2,92,2965,2296,200
random,0.2,93,3094,2324,200
random,0.2,94,3201,2548,200
random,0.2,95,3026,2538,200
random,0.2,96,2970,2427,200
random,0.2,97,3171,2565,200
random,0.2,98,3113,2350,200
random,0.2,99,3054,2494,200
random,0.2,100,2975,2277,200
random,0.2,101,3150,2237,200
random,0.2,102,3184,2569,200
random,0.2,103,3159,2467,200
random,0.2,104,3082,2306,200
random,0.2,105,3186,2558,200
random,0.2,106,3181,2326,200
random,0.2,107,3159,2460,200
random,0.2,108,3138,2484,200
random,0.2,109,3079,2479,200
random,0.2,110,3123,2396,200
random,0.2,111,3181,2496,200
random,0.2,112,3196,2504,200
random,0.2,113,3158,2380,200
random,0.2,114,3199,2565,200
random,0.2,115,3111,2560,200
random,0.2,116,3133,2505,200
random,0.2,117,3160,2590,200
random,0.2,118,3192,2433,200
random,0.2,119,3110,2470,200
random,0.2,120,3183,2478,200
random,0.2,121,3168,2509,200
random,0.2,122,3190,2332,200
random,0.2,123,3112,2407,200
random,0.2,124,3172,2537,200
random,0.2,125,3051,2389,200
random,0.2,126,3148,2422,200
random,0.2,127,3112,2446,200
random,0.2,128,3030,2455,200
random,0.2,129,3132,2438,200
random,0.2,130,2987,2331,200
random,0.2,131,3226,2600,200
random,0.2,132,3047,2476,200
random,0.2,133,3126,2456,200
random,0.2,134,3216,2596,200
random,0.2,135,3180,2506,200
random,0.2,136,3157,2406,200
random,0.2,137,3125,2482,200
random,0.2,138,3206,2572,200
random,0.2,139,3056,2461,200
random,0.2,140,3099,2338,200
random,0.2,141,3049,2531,200
random,0.2,142,3172,2598,200
random,0.2,143,3170,2333,200
random,0.2,144,3198,2563,200
random,0.2,145,3150,2348,200
random,0.2,146,3113,2329,200
random,0.2,147,3129,2392,200
random,0.2,148,3022,2419,200
random,0.2,149,3180,2416,200
random,0.2,150,3186,2365,200
random,0.2,151,3190,2457,200
random,0.2,152,3174,2527,200
random,0.2,153,3170,2201,200
random,0.2,154,3116,2341,200
random,0.2,155,2592,2135,200
random,0.2,156,3105,2490,200
random,0.2,157,3193,2578,200
random,0.2,158,3141,2313,200
random,0.2,159,3176,2400,200
random,0.2,160,3163,2563,200
random,0.2,161,3158,2513,200
random,0.2,162,3144,2490,200
random,0.2,163,3036,2498,200
random,0.2,164,3124,2237,200
random,0.2,165,3084,2433,200
random,0.2,166,3153,2502,200
random,0.2,167,2941,2357,200
random,0.2,168,3183,2486,200
random,0.2,169,3185,2445,200
random,0.2,170,3167,2476,200
random,0.2,171,3129,2415,200
random,0.2,172,2595,2163,200
random,0.2,173,3196,2545,200
random,0.2,174,3147,2462,200
random,0.2,175,3227,2122,200
random,0.2,176,3131,2424,200
random,0.2,177,3156,2461,200
random,0.2,178,3116,2557,200
random,0.2,179,3120,2426,200
random,0.2,180,3217,2455,200
random,0.2,181,3159,2563,200
random,0.2,182,3206,2538,200
random,0.2,183,3152,2563,200
random,0.2,184,3148,2307,200
random,0.2,185,3150,2540,200
random,0.2,186,3137,2391,200
random,0.2,187,2978,2364,200
random,0.2,188,3141,2506,200
random,0.2,189,2967,2422,200
random,0.2,190,3209,2457,200
random,0.2,191,3162,2574,200
random,0.2,192,3166,2530,200
random,0.2,193,3117,2485,200
random,0.2,194,3137,2540,200
random,0.2,195,3174,2466,200
random,0.2,196,3221,2511,200
random,0.2,197,3156,2251,200
random,0.2,198,3043,2443,200
random,0.2,199,3184,2562,200
random,0.2,200,2995,2465,200
random,0.2,201,3155,2640,200
random,0.2,202,3061,2288,200
random,0.2,203,3114,2430,200
random,0.2,204,3116,2533,200
random,0.2,205,3065,2256,200
random,0.2,206,3169,2484,200
random,0.2,207,3128,2290,200
random,0.2,208,3067,2268,200
random,0.2,209,3175,2599,200
random,0.2,210,2955,2415,200
random,0.2,211,3035,2425,200
random,0.2,212,3178,2529,200
random,0.2,213,3195,2517,200
random,0.2,214,3167,2459,200
random,0.2,215,3162,2398,200
random,0.2,216,3173,2601,200
random,0.2,217,3150,2581,200
random,0.2,218,3220,2634,200
random,0.2,219,3147,2523,200
random,0.2,220,3107,2420,200
random,0.2,221,3183,2569,200
random,0.2,222,3219,2579,200
random,0.2,223,3194,2466,200
random,0.2,224,3142,2361,200
random,0.2,225,3190,2419,200
random,0.2,226,3140,2323,200
random,0.2,227,3161,2538,200
random,0.2,228,3126,2451,200
random,0.2,229,3146,2616,200
random,0.2,230,3202,2661,200
random,0.2,231,3153,2387,200
random,0.2,232,3210,2585,200
random,0.2,233,3043,2317,200
random,0.2,234,3146,2400,200
random,0.2,235,3214,2604,200
random,0.2,236,3171,2571,200
random,0.2,237,3111,2510,200
random,0.2,238,3029,2453,200
random,0.2,239,3146,2565,200
random,0.2,240,3154,2497,200
random,0.2,241,3116,2391,200
random,0.2,242,3163,2608,200
random,0.2,243,2998,2412,200
random,0.2,244,3024,2519,200
random,0.2,245,3219,2629,200
random,0.2,246,3062,2193,200
random,0.2,247,3131,2330,200
random,0.2,248,3125,2499,200
random,0.2,249,2992,2444,200
random,0.2,250,3186,2535,200
random,0.2,251,3146,2499,200
random,0.2,252,3137,2507,200
random,0.2,253,3154,2535,200
random,0.2,254,3206,2531,200
random,0.2,255,3198,2400,200
random,0.2,256,3166,2493,200
random,0.2,257,3160,2564,200
random,0.2,258,2980,2390,200
random,0.2,259,3048,2485,200
random,0.2,260,3171,2428,200
random,0.2,261,3166,2607,200
random,0.2,262,3137,2472,200
random,0.2,263,3218,2604,200
random,0.2,264,3164,2129,200
random,0.2,265,3183,2564,200
random,0.2,266,3132,2513,200
random,0.2,267,2940,2219,200
random,0.2,268,3161,2440,200
random,0.2,269,3031,2442,200
random,0.2,270,3106,2367,200
random,0.2,271,3064,2457,200
random,0.2,272,2615,2181,200
random,0.2,273,3157,2448,200
random,0.2,274,3184,2558,200
random,0.2,275,3029,2488,200
random,0.2,276,3133,2389,200
random,0.2,277,3198,2516,200
random,0.2,278,3121,2484,200
random,0.2,279,3163,2499,200
random,0.2,280,3145,2489,200
random,0.2,281,3129,2375,200
random,0.2,282,3171,2540,200
random,0.2,283,3203,2618,200
random,0.2,284,3151,2493,200
random,0.2,285,3168,2463,200
random,0.2,286,3194,2569,200
random,0.2,287,3054,2311,200
random,0.2,288,3186,2590,200
random,0.2,289,3184,2596,200
random,0.2,290,2964,2442,200
random,0.2,291,3122,2271,200
random,0.2,292,3167,2566,200
random,0.2,293,3122,2424,200
random,0.2,294,3135,2486,200
random,0.2,295,3150,2580,200
random,0.2,296,3160,2600,200
random,0.2,297,3202,2571,200
random,0.2,298,3127,2126,200
random,0.2,299,3199,2522,200
random,0.2,300,3172,2582,200
random,0.2,301,3160,2157,200
random,0.2,302,3110,2356,200
random,0.2,303,3176,2513,200
random,0.2,304,3124,2418,200
random,0.2,305,3002,2469,200
random,0.2,306,3026,2497,200
random,0.2,307,3150,2458,200
random,0.2,308,3164,2513,200
random,0.2,309,3213,2548,200
random,0.2,310,3108,2494,200
random,0.2,311,3010,2467,200
random,0.2,312,3026,2412,200
random,0.2,313,3200,2468,200
random,0.2,314,2999,2327,200
random,0.2,315,3097,2306,200
random,0.2,316,2952,2329,200
random,0.2,317,3052,2445,200
random,0.2,318,3199,2526,200
random,0.2,319,2599,2039,200
random,0.2,320,3121,2439,200
random,0.2,321,3162,2422,200
random,0.2,322,3048,2454,200
random,0.2,323,3148,2412,200
random,0.2,324,3170,2553,200
random,0.2,325,3139,2353,200
random,0.2,326,3043,2468,200
random,0.2,327,2965,2458,200
random,0.2,328,3150,2420,200
random,0.2,329,3205,2659,200
random,0.2,330,3204,2470,200
random,0.2,331,3134,2341,200
random,0.2,332,3154,2551,200
random,0.2,333,3134,2387,200
random,0.2,334,3136,2454,200
random,0.2,335,3200,2498,200
random,0.2,336,3194,2508,200
random,0.2,337,3100,2453,200
random,0.2,338,3157,2384,200
random,0.2,339,3114,2371,200
random,0.2,340,3166,2550,200
random,0.2,341,3135,2302,200
random,0.2,342,3139,2519,200
random,0.2,343,3137,2538,200
random,0.2,344,3168,2518,200
random,0.2,345,2998,2317,200
random,0.2,346,3139,2357,200
random,0.2,347,3190,2532,200
random,0.2,348,3200,2351,200
random,0.2,349,3163,2605,200
random,0.2,350,3153,2605,200
random,0.2,351,3141,2355,200
random,0.2,352,3145,2109,200
random,0.2,353,2987,2432,200
random,0.2,354,3040,2478,200
random,0.2,355,3182,2402,200
random,0.2,356,3020,2432,200
random,0.2,357,3170,2474,200
random,0.2,358,3194,2485,200
random,0.2,359,3168,2530,200
random,0.2,360,3140,2504,200
random,0.2,361,3137,2125,200
random,0.2,362,3172,2470,200
random,0.2,363,3170,2493,200
random,0.2,364,3164,2548,200
random,0.2,365,3151,2480,200
random,0.2,366,3158,2544,200
random,0.2,367,2564,2044,200
random,0.2,368,3163,2392,200
random,0.2,369,3211,2485,200
random,0.2,370,3152,2385,200
random,0.2,371,3102,2363,200
random,0.2,372,3154,2569,200
random,0.2,373,3050,2488,200
random,0.2,374,3130,2507,200
random,0.2,375,3221,2617,200
random,0.2,376,3196,2618,200
random,0.2,377,3129,2299,200
random,0.2,378,3175,2523,200
random,0.2,379,3164,2375,200
random,0.2,380,3217,2603,200
random,0.2,381,3029,2431,200
random,0.2,382,3157,2552,200
random,0.2,383,3161,2524,200
random,0.2,384,3152,2605,200
random,0.2,385,3174,2375,200
random,0.2,386,3129,2545,200
random,0.2,387,3100,2434,200
random,0.2,388,3151,2336,200
random,0.2,389,3147,2457,200
random,0.2,390,3174,2465,200
random,0.2,391,3120,2544,200
random,0.2,392,3180,2481,200
random,0.2,393,3158,2496,200
random,0.2,394,3188,2430,200
random,0.2,395,3105,2462,200
random,0.2,396,3183,2468,200
random,0.2,397,3174,2600,200
random,0.2,398,3177,2553,200
random,0.2,399,3108,2256,200
random,0.2,400,3176,2561,200
random,0.2,401,3192,2524,200
random,0.2,402,3173,2541,200
random,0.2,403,3164,2325,200
random,0.2,404,3152,2497,200
random,0.2,405,3191,2528,200
random,0.2,406,3183,2574,200
random,0.2,407,3123,2452,200
random,0.2,408,3135,2591,200
random,0.2,409,3179,2292,200
random,0.2,410,3112,2482,200
random,0.2,411,3092,2383,200
random,0.2,412,3118,2376,200
random,0.2,413,3189,2578,200
random,0.2,414,2989,2477,200
random,0.2,415,3182,2558,200
random,0.2,416,3166,2475,200
random,0.2,417,3198,2546,200
random,0.2,418,3174,2573,200
random,0.2,419,3182,2462,200
random,0.2,420,3214,2502,200
random,0.2,421,3146,2440,200
random,0.2,422,3146,2566,200
random,0.2,423,3179,2537,200
random,0.2,424,3173,2582,200
random,0.2,425,3184,2370,200
random,0.2,426,3031,2406,200
random,0.2,427,3146,2389,200
random,0.2,428,2999,2396,200
random,0.2,429,2979,2448,200
random,0.2,430,2580,2149,200
random,0.2,431,3056,2547,200
random,0.2,432,3137,2422,200
random,0.2,433,2957,2183,200
random,0.2,434,3160,2401,200
random,0.2,435,3201,2478,200
random,0.2,436,3189,2379,200
random,0.2,437,3122,2271,200
random,0.2,438,3036,2515,200
random,0.2,439,3188,2546,200
random,0.2,440,3176,2577,200
random,0.2,441,2604,2136,200
random,0.2,442,3153,2484,200
random,0.2,443,3207,2613,200
random,0.2,444,2963,2427,200
random,0.2,445,3135,2351,200
random,0.2,446,3203,2477,200
random,0.2,447,3208,2553,200
random,0.2,448,3185,2370,200
random,0.2,449,3178,2452,200
random,0.2,450,3177,2593,200
random,0.2,451,3182,2570,200
random,0.2,452,3195,2488,200
random,0.2,453,3122,2401,200
random,0.2,454,3200,2445,200
random,0.2,455,3203,2569,200
random,0.2,456,3025,2422,200
